Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,169,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,,,Private,Permitting,Maharashtra,Maharashtra State Electricity Distribution Company Limited's 500 MW solar projects (Phase VIII),grid
Contact,--,14,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,,,Private,Permitting,Maharashtra,Maharashtra State Electricity Distribution Company Limited's 500 MW solar projects (Phase VII),grid
Contact,--,201,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,--,,Private,Permitting,--,"NTPC, 1000 MW, ISTS Connected Wind Solar Hybrid
Tranche V), Feb 2024",grid
Contact,--,241,Axis Ventures,Axis VenturesPrivate,--,,Private,Permitting,--,"NTPC, 3000 MW, FDRE, ISTS-Connected RE Power Projects (Tranche II), Pan India, Oct 2023",grid
Contact,--,225,Axis Ventures,Axis VenturesPrivate,,,Private,Under Construction,--,NHPC Limited 2000 MW Solar Pan India Aug 2019,grid
Contact,--,241,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,--,,Private,Permitting,--,REMCL 1000MW RTC RE Pan India Jul 2022,grid
Contact,--,135,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW wind power projects (Phase III),grid
Contact,--,289,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,2023,,Private,Under Construction,Karnataka,"1200 MW ISTS-connected Wind
Power Projects (Tranche-X)",grid
Contact,--,140,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,,,Private,Under Construction,Andhra Pradesh,Kadapa Solar Park 750 MW,grid
Contact,--,337,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,,,Private,Under Construction,--,1200 MW ISTS Tranche-X,grid
Contact,--,60,Azure Power Limited,Azure Power LimitedPrivate,2023,,Private,Under Construction,Rajasthan,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-IV),grid
Contact,--,116,Azure Power Limited,Azure Power LimitedPrivate,2023,,Private,Permitting,Karnataka,"1200 MW ISTS-connected Wind
Power Projects (Tranche-XI)",grid
Contact,--,28,Azure Power Limited,Azure Power LimitedPrivate,,,Private,Under Construction,--,50 MW Projects in High Visibility Areas (Central),grid
Contact,--,1704,Azure Power Limited,Azure Power LimitedPrivate,2024,,Private,Under Construction,Rajasthan,Manufacturing plant linked Solar Project scheme,grid
Contact,--,60,Azure Power Limited,Azure Power LimitedPrivate,2023,,Private,Under Construction,Karnataka,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-IV),grid
Contact,--,169,Azure Power Limited,Azure Power LimitedPrivate,,,Private,Under Construction,Rajasthan,"1200 MW ISTS Connected
Solar Projects (ISTS-IV)",grid
Contact,--,173,Azure Power Limited,Azure Power LimitedPrivate,2023,,Private,Under Construction,--,Maharashtra State Electricity Distribution Company Limited 300 MW Wind Pan India Nov 2021,grid
Contact,--,160,Azure Power Limited,Azure Power LimitedPrivate,2023,,Private,Under Construction,--,Maharashtra State Electricity Distribution Company Limited 500 MW Wind-Solar Hybrid Pan India May 2021,grid
Contact,--,79,Bastille Solar,Bastille SolarPrivate,,,Private,Under Construction,Uttar Pradesh,Uttar Pradesh New and Renewable Energy Development Agency's 500 MW solar project,grid
Contact,--,40,Blupine Energy,Blupine EnergyPrivate,--,,Private,Permitting,--,"NHPC, 1500 MW, ISTS RE with ESS (FDRE), Pan India, oct 2023",grid
Contact,--,169,Blupine Energy,Blupine EnergyPrivate,--,,Private,Permitting,--,"SJVN, 1500 
MW, ISTS 
connected 
Solar, Pan 
India, Oct 
2023",grid
Contact,--,22,Blupine Energy,Blupine EnergyPrivate,--,,Private,Permitting,--,"GUVNL, 500 MW, Solar, Pan India, Mar 2024",grid
Contact,--,61,Bright Night,Bright Night Private,--,,Private,Permitting,--,"MSEDCL, 500 MW, Wind Solar Hybrid (Phase III), Pan India, Mar 2024",grid
Contact,--,88,Bright Night,Bright Night Private,--,,Private,Permitting,--,"NTPC, 3000 MW, FDRE, ISTS-Connected RE Power Projects (Tranche II), Pan India, Oct 2023",grid
Contact,--,96,Bright Night,Bright Night Private,--,,Private,Permitting,--,"NHPC, 1500 MW, ISTS RE with ESS (FDRE), Pan India, oct 2023",grid
Contact,--,56,Bundelkhand Saur Urja,Bundelkhand Saur UrjaPSU,,,PSU,Under Construction,Uttar Pradesh,Mirzapur Solar Park,grid
Contact,--,37,Bundelkhand Saur Urja,Bundelkhand Saur UrjaPSU,,,PSU,Under Construction,Uttar Pradesh,Kalpi Solar Park,grid
Contact,--,51,"Calpine Subsico Solar
Energy Private Limited","Calpine Subsico Solar
Energy Private LimitedPrivate",2023,,Private,Under Construction,Rajasthan,"1785 MW GridConnected Solar PV
Power Projects in
Rajasthan (Tranche-IV)",grid
Contact,--,11,Central Coalfields Limited,Central Coalfields LimitedPSU,,,PSU,Under Construction,Jharkhand,Central Coalfields Limited 20 MW Solar,grid
Contact,--,668,Coal India Limited,Coal India LimitedPSU,2024,,PSU,Permitting,Rajasthan,RVUNL's 1190 MW Bikaner solar park,grid
Contact,--,56,Coal India Limited,Coal India LimitedPSU,,,PSU,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited 500 MW Solar Phase XII Gujarat Jan 2021,grid
Contact,--,169,Coal India Limited,Coal India LimitedPSU,--,,PSU,Permitting,--,"GUVNL, 600 MW, Solar (Phase XXI), Gujarat, Jul 2023",grid
Contact,--,22,Coal Lignite Urja Vikas Private Limited,Coal Lignite Urja Vikas Private LimitedPSU,,,PSU,Under Construction,Chhattisgarh,Coal Lignite Urja Vikas 40 MW Solar (EPC),grid
Contact,--,55,Continuum (Srijan Energy Systems Private Limited),Continuum (Srijan Energy Systems Private Limited)Private,,,Private,Under Construction,Gujarat,"1200 MW ISTS-connected Wind
Power Projects (Tranche-VI)",grid
Contact,--,48,Continuum (Srijan Energy Systems Private Limited),Continuum (Srijan Energy Systems Private Limited)Private,,,Private,Under Construction,--,NTPC auctions wind power projects worth 1.2 GW,grid
Contact,--,37,Continuum (Srijan Energy Systems Private Limited),Continuum (Srijan Energy Systems Private Limited)Private,,,Private,Under Construction,Gujarat,"2000 MW ISTS-connected Wind
Power Projects (Tranche-IV)",grid
Contact,--,39,Convergence Energy Services Limited,Convergence Energy Services LimitedPSU,,,PSU,Under Construction,Goa,Convergence Energy Services Limited 100 MW Solar,grid
Contact,--,56,Convergence Energy Services Limited,Convergence Energy Services LimitedPSU,,,PSU,Under Construction,Maharashtra,Convergence Energy Services Limited 100 MW Solar,grid
Contact,--,163,Damodar Valley Corporation,Damodar Valley CorporationPSU,2024,,PSU,Under Construction,--,DVC's 234 MW Floating Solar Project Phase 2,grid
Contact,--,40,Datta Power Infra,Datta Power InfraPrivate,--,,Private,Permitting,--,"SJVN, 1500 MW, ISTS Wind-Solar Hybrid, Pan India, Sep 2023",grid
Contact,--,56,Datta Power Infra,Datta Power InfraPrivate,--,,Private,Permitting,--,"SJVN,1500 MW, ISTS Connected Wind Solar Hybrid, Pan India, Feb 2024",grid
Contact,--,48,Datta Power Infra,Datta Power InfraPrivate,--,,Private,Permitting,--,"SECI, 1200 MW, ISTS connected Wind Solar Hybrid (Tranche VIII), Pan India, Feb 2024",grid
Contact,--,56,Datta Power Infra,Datta Power InfraPrivate,--,,Private,Permitting,--,"NTPC, 1000 MW, ISTS Connected Wind Solar Hybrid, Mar 2024",grid
Contact,--,23,EDF Renewables (Rajpur Renewables Private Limited),EDF Renewables (Rajpur Renewables Private Limited)Private,--,,Private,Permitting,--,"GUVNL, 500 MW, Wind (Phase VI), Pan India, Jul 2023",grid
Contact,--,96,EDF Renewables (Rajpur Renewables Private Limited),EDF Renewables (Rajpur Renewables Private Limited)Private,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 300 MW wind power projects (Phase IV) OCT 2022,grid
Contact,--,29,EDF Renewables (Rajpur Renewables Private Limited),EDF Renewables (Rajpur Renewables Private Limited)Private,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW wind power projects (Phase III),grid
Contact,--,169,Ecoren Energy India Private Limited (Boreas Renewable Energy Pvt. Ltd.),Ecoren Energy India Private Limited (Boreas Renewable Energy Pvt. Ltd.)Private,,,Private,Under Construction,Karnataka,"1200 MW ISTS-connected Wind
Power Projects (Tranche-V)",grid
Contact,--,169,Eden Renewables India LLP,Eden Renewables India LLPPrivate,,,Private,Permitting,--,NHPC Limited 2000 MW Solar Pan India Aug 2019,grid
Contact,--,169,Eden Renewables India LLP,Eden Renewables India LLPPrivate,2023,,Private,Under Construction,Rajasthan,"2000 MW ISTS Connected
Solar PV Projects (ISTS-IX)",grid
Contact,--,169,Eden Renewables India LLP,Eden Renewables India LLPPrivate,,,Private,Under Construction,Rajasthan,1200 MW ISTS Connected Solar PV Projects (ISTS-VIII),grid
Contact,--,183,Enel Group,Enel GroupPrivate,,,Private,Under Construction,Karnataka,"1800 MW ISTS-connected Wind
Power Projects (Tranche-VIII)",grid
Contact,--,112,Engie Group,Engie GroupPrivate,--,,Private,Permitting,--,"GUVNL, 1125 MW, Solar, Gujarat, Jan
2024",grid
Contact,--,48,Ever Green,Ever Green Private,--,,Private,Permitting,--,"SJVN,1500 MW, ISTS Connected Wind Solar Hybrid, Pan India, Feb 2024",grid
Contact,--,48,EverGreen Power,EverGreen PowerPrivate,--,,Private,Permitting,--,"SJVN, 1500 MW, ISTS Wind-Solar Hybrid, Pan India, Sep 2023",grid
Contact,--,144,"Evergreen Power
Mauritius Pvt Ltd","Evergreen Power
Mauritius Pvt LtdPrivate",2023,,Private,Under Construction,Maharashtra,"1200 MW ISTS-connected Wind
Power Projects (Tranche-X)",grid
Contact,--,183,Evergreen Power (Green Prairie Energy Pvt Ltd.),Evergreen Power (Green Prairie Energy Pvt Ltd.)Private,,,Private,Permitting,--,SECI 1200 MW Wind Tranche XIV Pan India Feb 2023,grid
Contact,--,29,Evergreen Power (Green Prairie Energy Pvt Ltd.),Evergreen Power (Green Prairie Energy Pvt Ltd.)Private,,,Private,Permitting,--,GUVNL 500 MW Wind (Phase V) Pan India March 2023,grid
Contact,--,48,Fasten Power Private Limited,Fasten Power Private LimitedPrivate,,,Private,Under Construction,--,NTPC auctions wind power projects worth 1.2 GW,grid
Contact,--,337,"Fortum (SolarOne Enegry
Private Limited)","Fortum (SolarOne Enegry
Private Limited)Private",,,Private,Under Construction,--,1200 MW ISTS Tranche-X,grid
Contact,--,84,GRT Jewellers,GRT JewellersPrivate,--,,Private,Permitting,--,"SJVN, 1500 
MW, ISTS 
connected 
Solar, Pan 
India, Oct 
2023",grid
Contact,--,56,Giriraj Renewables,Giriraj Renewables Private,,,Private,Under Construction,Uttar Pradesh,Uttar Pradesh New and Renewable Energy Development Agency's 500 MW solar project,grid
Contact,--,169,Gorbea Solar Pvt. Ltd.,Gorbea Solar Pvt. Ltd. Private,,,Private,Under Construction,Rajasthan,"2000 MW ISTS Connected
Solar PV Projects (ISTS-IX)",grid
Contact,--,722,Greenko Group,Greenko GroupPrivate,2023,,Private,Under Construction,Andhra Pradesh,"1200 MW ISTS-Connected RE
Projects with assured Peak
Power Supply in India (ISTS-VII)",grid
Contact,--,1334,Gujarat Industries Power Company Limited (GIPCL),Gujarat Industries Power Company Limited (GIPCL)PSU,2023,,PSU,Under Construction,Gujarat,GIPCL's 2375 MW solar Project with GUVNL,grid
Contact,--,34,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Permitting,Gujarat,Gujarat State Electricity Corporation Limited 60 MW Solar (EPC) Gujarat,grid
Contact,--,34,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Gujarat State Electricity Corporation Limited 185 MW Solar (EPC) Gujarat,grid
Contact,--,67,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW wind power projects (Phase III),grid
Contact,--,63,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Gujarat State Electricity Corporation Limited 112 MW Solar (EPC) Gujarat,grid
Contact,--,1412,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Gujarat State Electricity Corporation Limited 200 MW Solar (EPC) Gujarat,grid
Contact,--,118,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Gujarat State Electricity Corporation Limited 210 MW Solar (EPC) Gujarat,grid
Contact,--,112,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Gujarat State Electricity Corporation Limited 200 MW Solar (EPC) Gujarat,grid
Contact,--,56,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,,,PSU,Under Construction,Gujarat,Bharat Heavy Electricals Limited 100 MW Solar,grid
Contact,--,289,Halvad Renewables Pvt Ltd,Halvad Renewables Pvt LtdPrivate,,,Private,Permitting,Karnataka,"1200 MW ISTS-connected Wind
Power Projects (Tranche-XII)",grid
Contact,--,11,"Hera Sun Power
Private Limited/METKA EGN SINGAPORE HOLDINGS 3
PTE. LTD.","Hera Sun Power
Private Limited/METKA EGN SINGAPORE HOLDINGS 3
PTE. LTD.Private",2023,,Private,Under Construction,Rajasthan,"1785 MW GridConnected Solar PV
Power Projects in
Rajasthan (Tranche-IV)",grid
Contact,--,80,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,--,,Private,Permitting,--,"NHPC, 1500 MW, ISTS RE with ESS (FDRE), Pan India, oct 2023",grid
Contact,--,96,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,--,,Private,Permitting,--,"SECI, 1500 MW, RE with ESS (FDRE-II),load
following Pan India, July 2023",grid
Contact,--,96,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,--,,Private,Permitting,--,SECI 1200 MW Wind Solar Hybrid with ESS tender Tranche VI Pan India Nov 2022,grid
Contact,--,289,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,,,Private,Under Construction,--,NTPC auctions wind power projects worth 1.2 GW,grid
Contact,--,72,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,,,Private,Under Construction,Maharashtra,"Maharashtra State Electricity Distribution Company Limited Maharashtra 500 MW, Mar-2018",grid
Contact,--,96,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,--,,Private,Permitting,--,"NTPC, 3000 MW, FDRE, ISTS-Connected RE Power Projects (Tranche II), Pan India, Oct 2023",grid
Contact,--,80,Hexa Climate Solutions,Hexa Climate SolutionsPrivate,--,,Private,Permitting,--,"SECI, 630 MW, RE with ESS (FDRE-IV), Pan India, Aug 2023",grid
Contact,--,17,Hinduja Renewables Energy Private Limited,Hinduja Renewables Energy Private LimitedPrivate,--,,Private,Permitting,--,"GUVNL, 500 MW, Solar, Pan India, Mar 2024",grid
Contact,--,120,Hinduja Renewables Energy Private Limited,Hinduja Renewables Energy Private LimitedPrivate,--,,Private,Permitting,--,GUVNL 500 MW Wind Solar Hybrid Pan India Feb 2024,grid
Contact,--,56,Hinduja Renewables Energy Private Limited,Hinduja Renewables Energy Private LimitedPrivate,,,Private,Permitting,Madhya Pradesh,Rewa Ultra Mega Solar Limited's 300 MW floating solar project (Phase II),grid
Contact,--,67,Hinduja Renewables Energy Private Limited,Hinduja Renewables Energy Private LimitedPrivate,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW solar projects (Phase XIV),grid
Contact,--,67,Hinduja Renewables Energy Private Limited,Hinduja Renewables Energy Private LimitedPrivate,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW solar projects (Phase XVIII) Oct 2022,grid
Contact,--,73,IB Vogt Private Limited,IB Vogt Private LimitedPrivate,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW solar projects (Phase XVIII) Oct 2022,grid
Contact,--,169,IB Vogt Private Limited,IB Vogt Private LimitedPrivate,2023,,Private,Under Construction,Rajasthan,"2000 MW ISTS Connected
Solar PV Projects (ISTS-IX)",grid
Contact,--,193,INOX Wind Limited,INOX Wind LimitedPrivate,,,Private,Under Construction,Gujarat,"2000 MW ISTS-connected Wind
Power Projects (Tranche-III)",grid
Contact,--,48,INOX Wind Limited,INOX Wind LimitedPrivate,,,Private,Under Construction,Maharashtra,"Maharashtra State Electricity Distribution Company Limited Maharashtra 500 MW, Mar-2018",grid
Contact,--,39,INOX Wind Limited,INOX Wind LimitedPrivate,,,Private,Under Construction,Gujarat,"Gujarat Urja Vikas Nigam Limited, Gujarat, 1,000 MW II, May - 2019",grid
Contact,--,96,INOX Wind Limited,INOX Wind LimitedPrivate,,,Private,Under Construction,Gujarat,"2000 MW ISTS-connected Wind
Power Projects (Tranche-IV)",grid
Contact,--,212,INOX Wind Limited,INOX Wind LimitedPrivate,,,Private,Under Construction,Gujarat,"1000 MW ISTS-connected Wind
Power Projects (Tranche-II)",grid
Contact,--,281,Indian Railway Construction Limited,Indian Railway Construction LimitedPSU,2025,,PSU,Under Construction,--,Indian Renewable Energy Development Agency 5000 MW Solar PV Tranche III Phase II CPSU Program Pan India Jan 2021,grid
Contact,--,56,Indore Municipal Corporation,Indore Municipal Corporation PSU,,,PSU,Under Bidding,Madhya Pradesh,"SECI's  CPSU Scheme (Tranche-II, 1500 MW)",grid
Contact,--,393,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"NTPC, 1500 MW, ISTS Connected Solar, 
Pan India, Dec 2023",grid
Contact,--,225,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"NTPC,1500 MW, Solar(ISTS-III), Pan India, Feb 2024",grid
Contact,--,144,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,GUVNL 500 MW Wind Solar Hybrid Pan India Feb 2024,grid
Contact,--,241,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"SECI, 1200 MW, ISTS connected Wind Solar Hybrid (Tranche VIII), Pan India, Feb 2024",grid
Contact,--,281,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"SECI, 1200 MW , ISTS Connected Solar with 600 MW/1200 MWh ESS (ISTS-XV), Pan India, Mar 2024",grid
Contact,--,289,JSW Energy Limited,JSW Energy LimitedPrivate,,,Private,Under Construction,Karnataka,"1200 MW ISTS-connected Wind
Power Projects (Tranche-XII)",grid
Contact,--,4815,JSW Energy Limited,JSW Energy LimitedPrivate,2023,,Private,Under Construction,Maharashtra,Jindal South West MoU with Maharashtra govt,grid
Contact,--,241,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"NTPC, 1000 MW, ISTS Connected Wind Solar Hybrid, Mar 2024",grid
Contact,--,780,JSW Energy Limited,JSW Energy LimitedPrivate,2023,,Private,Under Construction,Tamil Nadu,"2500 MW ISTS-connected Wind
Power Projects (Tranche-IX)",grid
Contact,--,407,JSW Energy Limited,JSW Energy LimitedPrivate,2023,,Private,Under Construction,Tamil Nadu,"1200 MW ISTS-connected Wind
Power Projects (Tranche-X)",grid
Contact,--,393,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"SJVN, 1500 
MW, ISTS 
connected 
Solar, Pan 
India, Oct 
2023",grid
Contact,--,144,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"SECI, 1500 MW, RE with ESS (FDRE-II),load
following Pan India, July 2023",grid
Contact,--,241,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,--,"SJVN,1500 MW, ISTS Connected Wind Solar Hybrid, Pan India, Feb 2024",grid
Contact,,135,Jakson Limited,Jakson LimitedPrivate,2025,,Private,Permitting,Rajasthan,SECI,grid
Contact,,270,Jakson Limited,Jakson LimitedPrivate,2025,,Private,Permitting,Rajasthan,NHPC,grid
Contact,,70,Jakson Limited,Jakson LimitedPrivate,,,Private,Permitting,Rajasthan,RUVNL,grid
Contact,--,42,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,,,Private,Permitting,Maharashtra,Maharashtra State Electricity Distribution Company Limited's 500 MW solar projects (Phase VII),grid
Contact,--,39,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW wind power projects (Phase III),grid
Contact,--,48,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,,,Private,Permitting,Gujarat,Gujarat Urja Vikas Nigam Limited's 300 MW wind power projects (Phase IV) OCT 2022,grid
Contact,--,120,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"NHPC, 1500 
MW, ISTS 
connected 
Solar Wind 
Hybrid, Pan 
India",grid
Contact,--,120,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"GUVNL, 500 MW, Wind (Phase VI), Pan India, Jul 2023",grid
Contact,--,67,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,,,Private,Permitting,--,GUVNL 500 MW Wind (Phase V) Pan India March 2023,grid
Contact,--,120,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"SJVN, 1500 MW, ISTS Wind-Solar Hybrid, Pan India, Sep 2023",grid
Contact,--,87,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"GUVNL, 500 MW, Wind (Phase VI), Pan India, Jul 2023",grid
Contact,--,160,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"NTPC, 3000 MW, FDRE, ISTS-Connected RE Power Projects (Tranche II), Pan India, Oct 2023",grid
Contact,--,241,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"ISTS connected 
Wind Solar 
Hybrid (Tranche 
VII), Pan India, 
Oct 2023",grid
Contact,--,120,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,--,,Private,Permitting,--,"NTPC, 1000 MW, ISTS Connected Wind Solar Hybrid
Tranche V), Feb 2024",grid
Contact,--,40,KPI Green Energy,KPI Green EnergyPrivate,--,,Private,Permitting,--,"GUVNL, 500 MW, Wind (Phase VI), Pan India, Jul 2023",grid
Contact,--,67,KPI Green Energy,KPI Green EnergyPrivate,--,,Private,Permitting,--,"GUVNL, 500 MW, Solar, Pan India, Mar 2024",grid
Contact,--,40,KPI Green Energy,KPI Green EnergyPrivate,--,,Private,Permitting,--,GUVNL 500 MW Wind Solar Hybrid Pan India Feb 2024,grid
Contact,--,28,Mahanadi Coalfields Limited,Mahanadi Coalfields LimitedPSU,,,PSU,Under Construction,Odisha,Mahanadi Coalfields 50 MW Solar (EPC) Orissa Aug 2021,grid
Contact,--,197,Maharashtra State Power Generation Corporation Limited,Maharashtra State Power Generation Corporation LimitedPSU,,,PSU,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 500 MW Solar Phase IV Maharashtra Nov 2019,grid
Contact,--,14,Maharashtra State Power Generation Corporation Limited,Maharashtra State Power Generation Corporation LimitedPSU,2023,,PSU,Under Construction,Maharashtra,Maharashtra State Power Generation Corporation Limited 25 MW Solar (EPC) Maharashtra Oct 2021,grid
Contact,--,107,Maharashtra State Power Generation Corporation Limited,Maharashtra State Power Generation Corporation LimitedPSU,2023,,PSU,Under Bidding,Maharashtra,Maharashtra State Power Generation Corporation Limited 190 MW Solar (EPC) Maharashtra Sep 2021,grid
Contact,--,112,Mahindra Susten,Mahindra SustenPrivate,,,Private,Permitting,Rajasthan,RUVNL 1000 MW Solar Tender Rajasthan Jan 2023,grid
Contact,--,169,Mahindra Susten,Mahindra SustenPrivate,--,,Private,Permitting,--,"SJVN, 1500 
MW, ISTS 
connected 
Solar, Pan 
India, Oct 
2023",grid
Contact,--,56,Mahindra Susten,Mahindra SustenPrivate,,,Private,Permitting,Gujarat,GUVNL 500 MW Solar PV (Phase XIX) Gujarat Feb 2023,grid
Contact,--,169,Mahindra Susten,Mahindra SustenPrivate,--,,Private,Permitting,--,"NTPC, 1500 MW, ISTS Connected Solar, 
Pan India, Dec 2023",grid
Contact,--,42,Mahoba Solar,Mahoba SolarPrivate,,,Private,Under Construction,Uttar Pradesh,Uttar Pradesh New and Renewable Energy Development Agency's 500 MW solar project,grid
Contact,--,169,Masaya Solar Energy Private Limited,Masaya Solar Energy Private LimitedPrivate,,,Private,Under Construction,Madhya Pradesh,1200 MW ISTS Connected Projects (ISTS-VI),grid
Contact,--,289,Mytrah Energy India Private Limited,Mytrah Energy India Private LimitedPrivate,,,Private,Under Construction,--,NTPC auctions wind power projects worth 1.2 GW,grid
Contact,--,96,Mytrah Energy India Private Limited,Mytrah Energy India Private LimitedPrivate,,,Private,Under Construction,Maharashtra,"Maharashtra State Electricity Distribution Company Limited Maharashtra 500 MW, Mar-2018",grid
Contact,--,70,NHDC Limited,NHDC LimitedPSU,2025,,PSU,Under Construction,Madhya Pradesh,Rewa Ultra Mega Solar Limited's 300 MW floating solar project (Phase I),grid
Contact,--,4,NHDC Limited,NHDC LimitedPSU,2023,,PSU,Under Bidding,Madhya Pradesh,"Ground Mounted
grid connected
Solar Photo Voltaic
(SPV)",grid
Contact,--,70,NHPC Limited,NHPC LimitedPSU,2024,,PSU,Under Construction,Odisha,Odisha 100 MW Floating Solar Project,grid
Contact,--,139,NHPC Limited,NHPC LimitedPSU,2024,,PSU,Under Construction,Odisha,Odisha 200 MW Floating Solar Project,grid
Contact,--,70,NHPC Limited,NHPC LimitedPSU,,,PSU,Permitting,Odisha,Odisha (300 MW),grid
Contact,--,139,NHPC Limited,NHPC LimitedPSU,,,PSU,Under Construction,Odisha,Odisha (300 MW),grid
Contact,--,35,NHPC Limited,NHPC LimitedPSU,2024,,PSU,Under Construction,Kerala,NHPC's 50 MW West Kallada Floating Solar Project,grid
Contact,--,22,NHPC Limited,NHPC LimitedPSU,,,PSU,Under Construction,Odisha,40 MW Solar Project in Odisha,grid
Contact,--,337,NHPC Limited,NHPC LimitedPSU,,,PSU,Under Construction,Gujarat,600 MW CPSU Scheme,grid
Contact,--,169,NHPC Limited,NHPC LimitedPSU,,,PSU,Under Construction,Rajasthan,300 MW CPSU Scheme,grid
Contact,--,56,NHPC Limited,NHPC LimitedPSU,,,PSU,Under Construction,Andhra Pradesh,100 MW CPSU Scheme,grid
Contact,--,112,NHPC Limited,NHPC LimitedPSU,,,PSU,Permitting,Gujarat,GUVNL 600 MW Solar Tender Phase XVII Sept 2022,grid
Contact,--,112,NHPC Limited,NHPC LimitedPSU,--,,PSU,Permitting,--,"GUVNL, 1125 MW, Solar, Gujarat, Jan
2024",grid
Contact,--,120,NLC India Limited,NLC India LimitedPSU,,,PSU,Under Construction,Rajasthan,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-IV),grid
Contact,--,6,NRC Industries,NRC IndustriesPrivate,--,,Private,Permitting,--,"GUVNL, 500 MW, Solar, Pan India, Mar 2024",grid
